"Count","Locations","Forest","Lag_temp_center","Lag_temp_power","NDVI","Pop","Rice","Water"
6,"Dan Phuong",0.0859375,-0.25484237074852,0.0649446398019791,0.12605494260788,14.4767208099365,0.51953125,0.00390625
1,"Bac Tu Liem",0.03125,0.102266691625118,0.0104584768414497,0.136957898736,20.0276165008545,0.1484375,0.00390625
4,"Bac Tu Liem",0.03125,0.0537094101309776,0.00288470089435577,0.137721955776215,20.2417335510254,0.16796875,0
3,"Dan Phuong",0,0.261560827493668,0.0684140622615814,0.133855670690536,14.2852048873901,0,0.00390625
23,"Bac Tu Liem",0.03125,-0.0433975234627724,0.001883344957605,0.137761414051056,20.045166015625,0.171875,0
4,"Dan Phuong",0.01953125,-0.881196618080139,0.776507437229156,0.315596640110016,13.6611928939819,0.5,0.02734375
0,"Dan Phuong",0.0234375,0.135000616312027,0.0182251650840044,0.134644508361816,14.7408056259155,0.19140625,0
1,"Dan Phuong",0.01953125,0.131563574075699,0.0173089727759361,0.13436858355999,14.7540521621704,0.15625,0
0,"Dan Phuong",0.03125,0.0618766769766808,0.00382872344926,0.134785264730453,14.8642606735229,0.22265625,0.00390625
0,"Bac Tu Liem",0.0546875,-0.347032159566879,0.120431326329708,0.132915169000626,18.1261024475098,0.0703125,0
25,"Bac Tu Liem",0.0546875,-0.416249841451645,0.173263937234879,0.133419364690781,18.5096969604492,0.09765625,0
5,"Dan Phuong",0.12890625,-0.0651947036385536,0.00425034901127219,0.142799973487854,13.7836666107178,0.671875,0.0078125
7,"Bac Tu Liem",0.00390625,0.0629295334219933,0.00396012654528022,0.130906194448471,14.1981182098389,0.03515625,0
14,"Bac Tu Liem",0.00390625,0.0510925278067589,0.00261044665239751,0.130622237920761,14.1973237991333,0.015625,0
3,"Bac Tu Liem",0.1484375,-0.87113344669342,0.758873462677002,0.136328384280205,18.8407669067383,0.25,0.00390625
0,"Bac Tu Liem",0.05859375,-0.531484246253967,0.282475471496582,0.130944266915321,16.2546882629395,0.078125,0.00390625
0,"Bac Tu Liem",0.1484375,-0.935155510902405,0.874515771865845,0.135643482208252,18.5772380828857,0.23828125,0.00390625
1,"Dan Phuong",0.1328125,-0.378945916891098,0.143600016832352,0.143230795860291,13.6210355758667,0.6953125,0.00390625
6,"Bac Tu Liem",0.06640625,-0.54675829410553,0.298944592475891,0.131158992648125,15.3630895614624,0.0859375,0
2,"Bac Tu Liem",0.06640625,-0.614102959632874,0.377122402191162,0.131168991327286,15.783130645752,0.09765625,0.00390625
7,"Bac Tu Liem",0.078125,-3.20962285995483,10.3016796112061,0.142094999551773,11.2896213531494,0.57421875,0.05078125
6,"Bac Tu Liem",0.3046875,-1.15812456607819,1.34125244617462,0.141028836369514,17.4843444824219,0.296875,0.00390625
10,"Dan Phuong",0.18359375,-0.00515518197789788,2.65759008470923e-05,0.12092037498951,13.8030691146851,0.5234375,0.00390625
0,"Bac Tu Liem",0.3125,-1.19125139713287,1.41907978057861,0.140448376536369,17.2906265258789,0.26953125,0.00390625
0,"Bac Tu Liem",0.328125,-1.19125139713287,1.41907978057861,0.141441941261292,17.1518707275391,0.25390625,0.00390625
4,"Bac Tu Liem",0.00390625,-1.59166491031647,2.53339719772339,0.151955425739288,125.165832519531,0.0234375,0.01171875
0,"Bac Tu Liem",0.0234375,-1.57565081119537,2.48267531394958,0.150226891040802,121.80485534668,0.03515625,0.0234375
6,"Bac Tu Liem",0.1328125,-1.10863268375397,1.22906637191772,0.133153408765793,14.6338119506836,0.328125,0.00390625
3,"Bac Tu Liem",0.0234375,-1.47598803043365,2.17854070663452,0.152821287512779,122.114234924316,0.046875,0.01953125
3,"Bac Tu Liem",0.0234375,-1.45997393131256,2.13152384757996,0.15251313149929,120.16389465332,0.05078125,0.01953125
5,"Bac Tu Liem",0.0234375,-1.43861925601959,2.06962537765503,0.152546852827072,118.456390380859,0.05859375,0.01953125
14,"Bac Tu Liem",0.0234375,-1.32117235660553,1.74549639225006,0.152015745639801,113.08194732666,0.06640625,0.01953125
2,"Bac Tu Liem",0.0234375,-1.26778566837311,1.60728049278259,0.152345508337021,111.122535705566,0.0625,0.01953125
2,"Bac Tu Liem",0.0234375,-1.20906221866608,1.46183145046234,0.152730345726013,109.163116455078,0.0625,0.01953125
2,"Bac Tu Liem",0.07421875,-1.38166582584381,1.90900039672852,0.159425243735313,126.474113464355,0.16015625,0.03125
1,"Bac Tu Liem",0.01171875,-0.52802050113678,0.278805613517761,0.15388748049736,98.5994720458984,0.046875,0
2,"Bac Tu Liem",0.01171875,-0.331353753805161,0.109795317053795,0.156815886497498,91.5576019287109,0.046875,0
0,"Bac Tu Liem",0,-0.280053704977036,0.0784300789237022,0.156327158212662,92.5073089599609,0.03515625,0
1,"Dan Phuong",0.046875,0.216875463724136,0.047034963965416,0.122301861643791,14.4742374420166,0.671875,0.015625
0,"Bac Tu Liem",0.3203125,-1.3900009393692,1.93210256099701,0.139170080423355,16.384952545166,0.2890625,0.00390625
0,"Bac Tu Liem",0.0078125,-1.01160204410553,1.02333867549896,0.121624648571014,111.101600646973,0.0859375,0.1953125
6,"Bac Tu Liem",0.1171875,-1.06666719913483,1.13777887821198,0.16044707596302,98.338134765625,0.203125,0.03125
0,"Bac Tu Liem",0.33203125,-1.39847719669342,1.95573842525482,0.14004673063755,15.4676742553711,0.29296875,0.00390625
294,"Dan Phuong",0.00390625,0.829412817955017,0.687925636768341,0.236571207642555,72.8152542114258,0.03125,0
7,"Bac Tu Liem",0.35546875,-1.3900009393692,1.93210256099701,0.138995826244354,12.9343957901001,0.49609375,0
53,"Bac Tu Liem",0.31640625,-1.40412676334381,1.97157192230225,0.140420734882355,15.1637096405029,0.30078125,0.00390625
8,"Bac Tu Liem",0.0390625,0.47654190659523,0.227092176675797,0.167744666337967,120.524688720703,0.08203125,0
5,"Dan Phuong",0.0234375,-0.0178123470395803,0.00031727971509099,0.282774358987808,43.2564849853516,0.15625,0.0078125
15,"Bac Tu Liem",0.046875,0.404901891946793,0.163945540785789,0.171359091997147,93.265998840332,0.10546875,0
8,"Bac Tu Liem",0.10546875,-1.06132662296295,1.12641417980194,0.16010856628418,75.815071105957,0.21484375,0.02734375
14,"Bac Tu Liem",0.10546875,-1.04531252384186,1.09267818927765,0.15974497795105,77.0499038696289,0.2265625,0.02734375
4,"Dan Phuong",0.01171875,1.36667859554291,1.86781048774719,0.234084725379944,80.719482421875,0,0
4,"Dan Phuong",0.02734375,1.23580777645111,1.52722096443176,0.245136588811874,70.7463531494141,0,0
2,"Bac Tu Liem",0.09375,-2.94000005722046,8.64360046386719,0.160766780376434,15.9689245223999,0.296875,0
2,"Bac Tu Liem",0.0625,0.219923406839371,0.0483663007616997,0.161029249429703,41.3469696044922,0.12109375,0
2,"Dan Phuong",0.00390625,1.47593915462494,2.17839646339417,0.225814074277878,85.6579284667969,0,0
20,"Dan Phuong",0.02734375,-1.33371126651764,1.77878570556641,0.126824244856834,13.6661415100098,0.87890625,0.09375
4,"Bac Tu Liem",0.16796875,-1.73575365543365,3.01284074783325,0.148634687066078,13.2339534759521,0.171875,0.00390625
1,"Bac Tu Liem",0.07421875,0.434999853372574,0.189224869012833,0.16759480535984,37.4567985534668,0.09375,0
18,"Dan Phuong",0.0078125,0.404375463724136,0.163519516587257,0.113607689738274,18.824951171875,0.4140625,0.00390625
0,"Bac Tu Liem",0.0390625,-2.46187353134155,6.06082153320312,0.149924755096436,13.7428665161133,0.17578125,0
0,"Dan Phuong",0,1.17960965633392,1.39147901535034,0.215139746665955,78.7060317993164,0.00390625,0
24,"Bac Tu Liem",0.03515625,-1.70322954654694,2.9009907245636,0.151206240057945,13.0420532226562,0.18359375,0.00390625
2,"Bac Tu Liem",0.05078125,-2.26937627792358,5.15006923675537,0.151381716132164,12.4603061676025,0.09375,0
18,"Dan Phuong",0,1.10078275203705,1.21172273159027,0.219582587480545,68.8806304931641,0.03515625,0
24,"Bac Tu Liem",0.09765625,-1.56276094913483,2.44222164154053,0.150733292102814,12.1283617019653,0.2265625,0
0,"Bac Tu Liem",0.0625,-2.17281103134155,4.72110795974731,0.151538729667664,12.127965927124,0.13671875,0
2,"Dan Phuong",0.0078125,0.431875616312027,0.186516538262367,0.111740857362747,19.4465751647949,0.42578125,0.015625
0,"Dan Phuong",0.01953125,0.0918754562735558,0.00844109989702702,0.119459614157677,17.7846736907959,0.0625,0
17,"Bac Tu Liem",0.05859375,-1.53208315372467,2.34727883338928,0.15279184281826,12.3293018341064,0.35546875,0
2,"Bac Tu Liem",0.125,-1.95906221866608,3.83792471885681,0.159983724355698,11.3964262008667,0.2890625,0
1,"Dan Phuong",0.0078125,0.734960913658142,0.540167570114136,0.227103009819984,64.4361267089844,0.0234375,0
4,"Dan Phuong",0.04296875,0.874685645103455,0.765075027942657,0.164240926504135,27.5761489868164,0.14453125,0
2,"Dan Phuong",0.0546875,0.862966895103455,0.744711875915527,0.163277491927147,27.2144966125488,0.17578125,0
0,"Dan Phuong",0.04296875,0.0474990829825401,0.00225616293027997,0.120591856539249,17.9828796386719,0.171875,0
2,"Dan Phuong",0,0.453478246927261,0.205642521381378,0.224544435739517,69.3694381713867,0.01171875,0
2,"Dan Phuong",0.0078125,0.494959264993668,0.244984671473503,0.230942502617836,60.7500686645508,0.05078125,0
2,"Dan Phuong",0.06640625,0.0339569076895714,0.00115307164378464,0.12118573486805,18.0488510131836,0.19921875,0
0,"Dan Phuong",0,0.355467230081558,0.126356944441795,0.226217836141586,66.3788452148438,0.01953125,0
3,"Dan Phuong",0.12109375,0.708750128746033,0.502326786518097,0.150026321411133,22.8139190673828,0.50390625,0.01171875
10,"Dan Phuong",0,0.121405027806759,0.0147391809150577,0.22992354631424,64.5562744140625,0.015625,0
1,"Dan Phuong",0,0.121874235570431,0.014853329397738,0.231886774301529,64.6231079101562,0.015625,0.015625
30,"Dan Phuong",0.02734375,0.120001219213009,0.0144002931192517,0.245989441871643,53.5887260437012,0.10546875,0
9,"Dan Phuong",0.01171875,0.121405027806759,0.0147391809150577,0.235823601484299,63.7625312805176,0.03125,0.01953125
3,"Dan Phuong",0.01171875,0.120821379125118,0.014597806148231,0.238238215446472,63.3031044006348,0.03515625,0.00390625
0,"Dan Phuong",0.03515625,0.120001219213009,0.0144002931192517,0.249684631824493,53.1013259887695,0.12890625,0
2,"Dan Phuong",0.03515625,0.120001219213009,0.0144002931192517,0.253516793251038,48.016357421875,0.234375,0
22,"Bac Tu Liem",0.05078125,0.97456967830658,0.949786126613617,0.15414747595787,45.7801513671875,0.34765625,0
12,"Dan Phuong",0.16015625,0.0229705814272165,0.000527647614944726,0.118441395461559,61.9095420837402,0.38671875,0
0,"Bac Tu Liem",0.05859375,0.918672919273376,0.843959987163544,0.152136832475662,59.7773551940918,0.34375,0
2,"Dan Phuong",0.0859375,0.121641539037228,0.0147966640070081,0.261674344539642,50.170654296875,0.2421875,0.0625
6,"Dan Phuong",0.04296875,0.0161460880190134,0.0002606961352285,0.118615046143532,20.4357566833496,0.1171875,0
8,"Dan Phuong",0.078125,0.120001219213009,0.0144002931192517,0.254753172397614,51.7807235717773,0.20703125,0.0078125
3,"Bac Tu Liem",0.3984375,-1.09476625919342,1.19851315021515,0.154871165752411,11.0886631011963,0.39453125,0
2,"Bac Tu Liem",0.23046875,0.582342505455017,0.339122831821442,0.175180017948151,68.2357330322266,0.25390625,0.01171875
4,"Bac Tu Liem",0.05859375,0.991133093833923,0.98234486579895,0.146516010165215,68.99609375,0.28125,0
136,"Bac Tu Liem",0.05859375,1.02218854427338,1.0448694229126,0.146974191069603,63.1588821411133,0.296875,0
4,"Dan Phuong",0.0703125,0.0180458072572947,0.000325651140883565,0.117418617010117,21.0755233764648,0.0859375,0
159,"Bac Tu Liem",0.0078125,1.37000119686127,1.87690329551697,0.149793788790703,29.4078979492188,0.453125,0
268,"Bac Tu Liem",0.0078125,1.37000119686127,1.87690329551697,0.150458335876465,30.1488037109375,0.46484375,0.00390625
10,"Dan Phuong",0.24609375,-0.0263534542173147,0.000694504589773715,0.136627539992332,16.4702186584473,0.578125,0.02734375
1,"Dan Phuong",0.234375,-0.0333343520760536,0.00111117889173329,0.137748494744301,14.6280822753906,0.53125,0
27,"Bac Tu Liem",0.15234375,-1.07999956607819,1.1663990020752,0.156845554709435,10.9263668060303,0.46875,0.00390625
137,"Bac Tu Liem",0.01953125,1.37000119686127,1.87690329551697,0.152028858661652,40.6523628234863,0.41015625,0.00390625
4,"Bac Tu Liem",0.27734375,-1.13625109195709,1.29106652736664,0.142385482788086,11.2108058929443,0.1484375,0.015625
22,"Bac Tu Liem",0.44921875,-1.09851610660553,1.20673763751984,0.1526919901371,11.0563163757324,0.41796875,0.00390625
5,"Bac Tu Liem",0.140625,-1.07999956607819,1.1663990020752,0.156407654285431,10.9106636047363,0.4453125,0.00390625
6,"Bac Tu Liem",0.12890625,-1.07999956607819,1.1663990020752,0.156374603509903,10.9074897766113,0.44921875,0.00390625
1,"Bac Tu Liem",0.14453125,-1.07999956607819,1.1663990020752,0.15627732872963,10.9108180999756,0.4296875,0.00390625
1,"Bac Tu Liem",0.2421875,-0.831563591957092,0.691497981548309,0.143015444278717,11.1377372741699,0.10546875,0.0234375
25,"Bac Tu Liem",0.02734375,1.28355634212494,1.64751696586609,0.137648969888687,117.464141845703,0.14453125,0.00390625
1,"Bac Tu Liem",0.03125,1.25480496883392,1.57453560829163,0.143266767263412,121.32836151123,0.15625,0
1,"Bac Tu Liem",0.07421875,0.299063116312027,0.0894387438893318,0.139974877238274,11.3010587692261,0.125,0.01171875
35,"Bac Tu Liem",0.0078125,2.28060388565063,5.20115375518799,0.135614186525345,122.987411499023,0.11328125,0.00390625
0,"Bac Tu Liem",0.25,1.74000012874603,3.02760052680969,0.147453784942627,11.0893688201904,0.19921875,0.03125
1,"Bac Tu Liem",0,2.37206888198853,5.62671041488647,0.124961540102959,152.867340087891,0.015625,0
1,"Bac Tu Liem",0,1.69266355037689,2.86510992050171,0.131946116685867,155.391555786133,0.046875,0
2,"Bac Tu Liem",0,1.65850293636322,2.7506320476532,0.133429571986198,155.838577270508,0.05078125,0
1,"Bac Tu Liem",0.40625,1.13601529598236,1.2905308008194,0.150519326329231,13.4111757278442,0.484375,0.00390625
0,"Bac Tu Liem",0,1.57417905330658,2.47803974151611,0.137693107128143,117.614349365234,0.03125,0
1,"Bac Tu Liem",0,1.42980420589447,2.04434013366699,0.126955196261406,43.2037239074707,0.0078125,0
0,"Bac Tu Liem",0,1.55941236019135,2.43176698684692,0.127391666173935,108.51244354248,0.0078125,0
3,"Bac Tu Liem",0.24609375,0.588125586509705,0.345891743898392,0.176303744316101,16.9673671722412,0.43359375,0
7,"Bac Tu Liem",0.58203125,1.88781201839447,3.56383419036865,0.142257213592529,19.5205726623535,0.3046875,0.0234375
2,"Bac Tu Liem",0.37109375,1.88218915462494,3.54263615608215,0.13492152094841,18.2201538085938,0.2109375,0.00390625
0,"Bac Tu Liem",0.07421875,1.75226438045502,3.07043051719666,0.162695080041885,11.9566535949707,0.046875,0
62,"Bac Tu Liem",0.1875,1.85546720027924,3.44275856018066,0.133521661162376,17.8530654907227,0.12109375,0.0234375
2,"Bac Tu Liem",0.8671875,1.43455731868744,2.05795478820801,0.161953985691071,21.1725883483887,0.08203125,0
1,"Bac Tu Liem",0.01171875,2.26000070571899,5.10760259628296,0.103377863764763,118.699394226074,0.1796875,0.01171875
0,"Bac Tu Liem",0.01953125,2.20833444595337,4.87674045562744,0.103347346186638,118.009956359863,0.18359375,0.01171875
2,"Bac Tu Liem",0.80859375,2.62247323989868,6.87736558914185,0.145301833748817,16.5653190612793,0.12890625,0
11,"Bac Tu Liem",0.71484375,2.86476755142212,8.20689296722412,0.140509277582169,16.5377616882324,0.125,0
0,"Cau Giay",0.0078125,0.551401495933533,0.304043650627136,0.0852980241179466,0,0.0546875,0.21875
26,"Cau Giay",0.0078125,0.557569861412048,0.310884177684784,0.0850795581936836,0,0.05078125,0.19921875
45,"Cau Giay",0.0078125,0.526140570640564,0.276823937892914,0.0842389762401581,71.3095397949219,0.046875,0.2265625
0,"Cau Giay",0.0078125,0.543848395347595,0.295771092176437,0.0840073376893997,81.1099319458008,0.03515625,0.20703125
9,"Cau Giay",0.0078125,0.567324042320251,0.321856588125229,0.0839381068944931,90.9103240966797,0.02734375,0.18359375
3,"Cau Giay",0.0078125,0.541857123374939,0.293609172105789,0.0832034796476364,91.7762680053711,0.02734375,0.22265625
2,"Bac Tu Liem",0.41015625,3.05044412612915,9.30520915985107,0.13129948079586,17.5893306732178,0.1015625,0
3,"Cau Giay",0,0.54503858089447,0.297067075967789,0.0831791311502457,131.298889160156,0,0.05078125
4,"Cau Giay",0,0.522753119468689,0.273270845413208,0.0829736441373825,134.232330322266,0,0.0625
2,"Cau Giay",0,0.250391393899918,0.0626958459615707,0.0729806199669838,87.6037521362305,0.015625,0.6328125
0,"Cau Giay",0,0.541857123374939,0.293609172105789,0.0821594446897507,143.744476318359,0,0.00390625
3,"Bac Tu Liem",0.00390625,2.39705896377563,5.74589109420776,0.124611899256706,27.2277927398682,0.0078125,0
1,"Bac Tu Liem",0.0078125,2.30604028701782,5.31782150268555,0.1052435785532,33.8364639282227,0.15234375,0.2421875
0,"Bac Tu Liem",0,3.41374826431274,11.6536769866943,0.0943233668804169,141.988708496094,0.00390625,0.015625
3,"Bac Tu Liem",0.00390625,3.40374994277954,11.5855131149292,0.0945501923561096,147.362442016602,0.01171875,0.015625
3,"Ba Dinh",0.02734375,-0.295213311910629,0.087150901556015,0.0827192440629005,158.200759887695,0.0625,0.0859375
1,"Bac Tu Liem",0.0546875,2.81830835342407,7.94286155700684,0.129718527197838,33.0455856323242,0.28125,0
0,"Bac Tu Liem",0.11328125,3.65463495254517,13.3563556671143,0.167381897568703,22.9818916320801,0.08984375,0
0,"Bac Tu Liem",0.02734375,3.52713632583618,12.4406900405884,0.164192110300064,29.9430751800537,0,0.00390625
1,"Ba Dinh",0.0546875,-0.126523584127426,0.0160082187503576,0.0786808952689171,163.419250488281,0.21484375,0.125
0,"Ba Dinh",0.0546875,0.0315612778067589,0.000996114336885512,0.0808829963207245,185.557830810547,0.13671875,0.04296875
0,"Ba Dinh",0.0546875,0.0656646713614464,0.00431184936314821,0.08140879124403,191.126800537109,0.10546875,0.03515625
0,"Ba Dinh",0.00390625,0.841562628746033,0.708227694034576,0.0882870852947235,70.4022979736328,0.1171875,0
1,"Ba Dinh",0.16796875,-0.0310150142759085,0.000961931131314486,0.0788371413946152,313.825866699219,0.109375,0.0390625
0,"Ba Dinh",0.0859375,0.048670195043087,0.00236878800205886,0.0785861909389496,344.878356933594,0.15234375,0.01953125
0,"Ba Dinh",0.1484375,0.0566390976309776,0.00320798764005303,0.0753821283578873,313.532409667969,0.21484375,0.00390625
0,"Ba Dinh",0.01171875,0.331564337015152,0.109934903681278,0.076530396938324,410.402008056641,0.1328125,0.0078125
0,"Cau Giay",0.03125,4.24567651748657,18.0257682800293,0.0969193279743195,164.887084960938,0.015625,0.0078125
3,"Bac Tu Liem",0.0703125,3.58666849136353,12.8641901016235,0.151543334126472,28.4784393310547,0.07421875,0
0,"Cau Giay",0.03125,4.2301812171936,17.8944320678711,0.0970347821712494,167.755645751953,0,0.0078125
0,"Cau Giay",0.03125,4.2797646522522,18.316385269165,0.0966364294290543,170.530822753906,0.00390625,0.0078125
4,"Cau Giay",0.02734375,4.32934808731079,18.7432537078857,0.0962846875190735,173.30598449707,0.00390625,0.0078125
18,"Cau Giay",0.00390625,4.45367288589478,19.8352012634277,0.0952441543340683,181.137115478516,0.0078125,0.0078125
0,"Ba Dinh",0.00390625,0.330740362405777,0.109389185905457,0.0964445471763611,63.7025985717773,0.125,0
0,"Ba Dinh",0,2.55000162124634,6.50250768661499,0.0769945457577705,246.301116943359,0.00390625,0
0,"Ba Dinh",0,0.819959998130798,0.672334432601929,0.087908998131752,101.765296936035,0.01171875,0
1,"Cau Giay",0.03125,4.32529306411743,18.708158493042,0.0959357619285583,181.660125732422,0,0.0078125
4,"Cau Giay",0.046875,4.24869775772095,18.0514316558838,0.082741767168045,189.979370117188,0.21484375,0.00390625
0,"Ba Dinh",0,0.927416205406189,0.860100865364075,0.0715910270810127,315.960998535156,0,0.0234375
7,"Ba Dinh",0,0.513334631919861,0.263512462377548,0.0710644721984863,300.184051513672,0.015625,0.08203125
0,"Ba Dinh",0.00390625,1.26875150203705,1.60973048210144,0.075694352388382,440.371795654297,0.015625,0.00390625
0,"Ba Dinh",0,0.973497748374939,0.947697937488556,0.08623968064785,122.470138549805,0,0
3,"Bac Tu Liem",0.02734375,2.70274591445923,7.30483484268188,0.133621782064438,129.303039550781,0.109375,0.0078125
6,"Cau Giay",0.03125,4.35354852676392,18.9533843994141,0.0957781672477722,183.262268066406,0,0.0078125
16,"Cau Giay",0.02734375,4.46098184585571,19.9003582000732,0.0952695608139038,184.46516418457,0.00390625,0.0078125
9,"Cau Giay",0.015625,4.50161600112915,20.2645454406738,0.0949143022298813,184.814483642578,0.00390625,0.0078125
1,"Cau Giay",0.00390625,4.53570413589478,20.5726108551025,0.0946221649646759,184.072647094727,0.00390625,0.0078125
0,"Ba Dinh",0.015625,1.31578290462494,1.73128473758698,0.0747921466827393,469.370361328125,0.0234375,0.00390625
8,"Ba Dinh",0,1.33968579769135,1.79475808143616,0.0754093676805496,442.953735351562,0.0078125,0.00390625
0,"Ba Dinh",0,1.33968579769135,1.79475808143616,0.0758972689509392,430.692626953125,0.00390625,0
2,"Ba Dinh",0,1.19910275936127,1.43784749507904,0.0837545320391655,158.426986694336,0,0
1,"Ba Dinh",0,1.60333478450775,2.57068252563477,0.0719811618328094,297.301696777344,0,0
0,"Ba Dinh",0,1.60333478450775,2.57068252563477,0.0716129839420319,290.067932128906,0,0.00390625
1,"Ba Dinh",0,2.81513071060181,7.92496061325073,0.0726223587989807,279.397094726562,0,0
0,"Ba Dinh",0,3.82583475112915,14.6370105743408,0.0742351114749908,249.538879394531,0,0
1,"Ba Dinh",0,2.98557138442993,8.91363620758057,0.0724858045578003,271.766052246094,0,0.0078125
0,"Ba Dinh",0.07421875,4.34815835952759,18.9064807891846,0.0804252028465271,246.013916015625,0.078125,0
6,"Ba Dinh",0,4.5542893409729,20.7415504455566,0.0732317194342613,261.177368164062,0,0
