Mosquitoes,Location_effect,Forest_ratio,Lag_rain,Lag_temp,Bi-month_rain,Bi-month_temp,NDVI,Population,Bi-month_rain_center,Bi-month_rain_power,Rice_ratio,Water_ratio
1,1,0.16796875,71.07811737,34.56898499,36.29325104,29.83255196,0.078837141,313.8258667,-0.40674895,0.165444717,0.109375,0.0390625
0,1,0.0859375,71.07811737,34.6486702,36.29325104,29.88359451,0.078586191,344.8783569,-0.40674895,0.165444717,0.15234375,0.01953125
0,1,0.1484375,71.07811737,34.6566391,36.29325104,29.88869858,0.075382128,313.5324097,-0.40674895,0.165444717,0.21484375,0.00390625
0,1,0.01171875,71.07811737,34.93156433,36.29325104,30.06479073,0.076530397,410.4020081,-0.40674895,0.165444717,0.1328125,0.0078125
0,1,0.03125,71.03773499,38.84567642,38.61445999,34.87937546,0.096919328,164.887085,1.914459944,3.66515708,0.015625,0.0078125
3,1,0.0703125,71.59921265,38.1866684,38.47942352,35.43999863,0.151543334,28.47843933,1.779423475,3.16634798,0.07421875,0
0,1,0.03125,71.03773499,38.83018112,38.61445999,34.87156296,0.097034782,167.7556458,1.914459944,3.66515708,0,0.0078125
0,1,0.03125,71.03773499,38.87976456,38.61445999,34.89656067,0.096636429,170.5308228,1.914459944,3.66515708,0.00390625,0.0078125
4,1,0.02734375,71.03773499,38.92934799,38.61445999,34.92156219,0.096284688,173.3059845,1.914459944,3.66515708,0.00390625,0.0078125
18,1,0.00390625,71.03773499,39.05367279,38.61445999,35.00406265,0.095244154,181.1371155,1.914459944,3.66515708,0.0078125,0.0078125
0,1,0.00390625,70.6714859,34.93074036,32.80699921,30.92037201,0.096444547,63.70259857,-3.893000841,15.15545559,0.125,0
0,1,0,71.07811737,37.15000153,36.29325104,33.84775162,0.076994546,246.3011169,-0.40674895,0.165444717,0.00390625,0
0,1,0,70.81671143,35.41996002,34.05208588,30.89336777,0.087908998,101.7652969,-2.647914171,7.011449337,0.01171875,0
1,1,0.03125,71.03773499,38.92529297,38.61445999,35.02064514,0.095935762,181.6601257,1.914459944,3.66515708,0,0.0078125
4,1,0.046875,71.03773499,38.84869766,38.61445999,34.86793137,0.082741767,189.9793701,1.914459944,3.66515708,0.21484375,0.00390625
0,1,0,71.07811737,35.52741623,36.29325104,31.41342163,0.071591027,315.9609985,-0.40674895,0.165444717,0,0.0234375
7,1,0,71.07811737,35.11333466,36.29325104,30.93300056,0.071064472,300.1840515,-0.40674895,0.165444717,0.015625,0.08203125
0,1,0.00390625,71.07811737,35.86875153,36.29325104,30.8983326,0.075694352,440.3717957,-0.40674895,0.165444717,0.015625,0.00390625
0,1,0,70.84575653,35.57349777,34.3011055,30.96707344,0.086239681,122.4701385,-2.398894548,5.754694939,0,0
3,1,0.02734375,71.03773499,37.30274582,38.61445999,34.90333176,0.133621782,129.3030396,1.914459944,3.66515708,0.109375,0.0078125
6,1,0.03125,71.03773499,38.95354843,38.61445999,35.05470657,0.095778167,183.2622681,1.914459944,3.66515708,0,0.0078125
16,1,0.02734375,71.03773499,39.06098175,38.61445999,35.09013748,0.095269561,184.4651642,1.914459944,3.66515708,0.00390625,0.0078125
9,1,0.015625,71.03773499,39.10161591,38.61445999,35.10749817,0.094914302,184.8144836,1.914459944,3.66515708,0.00390625,0.0078125
1,1,0.00390625,71.03773499,39.13570404,38.61445999,35.12468719,0.094622165,184.0726471,1.914459944,3.66515708,0.00390625,0.0078125
0,1,0.015625,71.07811737,35.91578293,36.29325104,30.98677063,0.074792147,469.3703613,-0.40674895,0.165444717,0.0234375,0.00390625
8,1,0,71.07811737,35.93968582,36.29325104,31.00208282,0.075409368,442.9537354,-0.40674895,0.165444717,0.0078125,0.00390625
0,1,0,71.07811737,35.93968582,36.29325104,31.00208282,0.075897269,430.692627,-0.40674895,0.165444717,0.00390625,0
2,1,0,70.87480164,35.79910278,34.55012512,31.13806725,0.083754532,158.4269867,-2.149874926,4.62196207,0,0
1,1,0,71.07811737,36.20333481,36.29325104,31.45274925,0.071981162,297.3016968,-0.40674895,0.165444717,0,0
0,1,0,71.07811737,36.20333481,36.29325104,31.45274925,0.071612984,290.0679321,-0.40674895,0.165444717,0,0.00390625
1,1,0,71.07811737,37.41513062,36.29325104,32.44509506,0.072622359,279.3970947,-0.40674895,0.165444717,0,0
0,1,0,71.07811737,38.42583466,36.29325104,34.47389221,0.074235111,249.5388794,-0.40674895,0.165444717,0,0
1,1,0,71.07811737,37.58557129,36.29325104,32.11856079,0.072485805,271.7660522,-0.40674895,0.165444717,0,0.0078125
0,1,0.07421875,71.07811737,38.94815826,36.29325104,34.75234222,0.080425203,246.013916,-0.40674895,0.165444717,0.078125,0
6,1,0,71.07811737,39.15428925,36.29325104,33.02292252,0.073231719,261.1773682,-0.40674895,0.165444717,0,0
0,1,0,71.07811737,39.14747238,36.29325104,32.96521759,0.0734054,262.3631897,-0.40674895,0.165444717,0,0
5,1,0,71.07811737,39.13992691,36.29325104,32.9149704,0.07350754,263.7922363,-0.40674895,0.165444717,0,0
2,1,0,71.03773499,36.75679779,38.61445999,34.83708191,0.117021188,208.6538696,1.914459944,3.66515708,0,0
1,1,0.06640625,71.07811737,39.28666687,36.29325104,34.91999817,0.081031993,247.5036926,-0.40674895,0.165444717,0.0625,0
0,1,0,71.07811737,39.46020889,36.29325104,33.14615631,0.073248379,261.3041077,-0.40674895,0.165444717,0,0.00390625
0,1,0.06640625,71.07811737,39.28666687,36.29325104,34.91999817,0.081144989,247.9869537,-0.40674895,0.165444717,0.0625,0
0,1,0.0234375,71.07811737,39.28666687,36.29325104,34.91999817,0.079915427,250.7303009,-0.40674895,0.165444717,0.0390625,0
40,1,0.08203125,71.03773499,35.95349503,38.61445999,34.3053894,0.143407509,39.94462967,1.914459944,3.66515708,0.234375,0
38,1,0.06640625,71.03773499,35.98285294,38.61445999,34.32484436,0.141998261,43.0580101,1.914459944,3.66515708,0.21875,0
0,1,0.00390625,71.07811737,39.46968842,36.29325104,33.04926682,0.073741481,263.828186,-0.40674895,0.165444717,0.0078125,0.00390625
1,1,0.00390625,71.07811737,39.47187424,36.29325104,33.02690506,0.073878691,265.392395,-0.40674895,0.165444717,0.0078125,0.00390625
0,1,0.00390625,71.07811737,39.47260284,36.29325104,33.01945496,0.073981792,265.8272095,-0.40674895,0.165444717,0.0078125,0.00390625
0,1,0.05078125,71.07811737,39.28666687,36.29325104,34.91999817,0.081110515,253.4403687,-0.40674895,0.165444717,0.0546875,0
2,1,0.00390625,71.07811737,39.3116684,36.29325104,34.72499847,0.079603098,251.5608521,-0.40674895,0.165444717,0.05859375,0.0078125
1,1,0.03515625,71.07307434,39.3203125,36.58340454,34.67570496,0.08120206,244.2489929,-0.116595462,0.013594501,0.0390625,0.01171875
7,1,0.0625,71.07811737,39.31999969,36.29325104,34.65999985,0.078873709,250.0034943,-0.40674895,0.165444717,0.0859375,0.0078125
2,1,0.06640625,71.07811737,39.31999969,36.29325104,34.65999985,0.078559399,251.8222961,-0.40674895,0.165444717,0.0859375,0.0078125
0,1,0.0703125,71.07811737,39.31999969,36.29325104,34.65999985,0.078395411,253.0491028,-0.40674895,0.165444717,0.0859375,0.0078125
0,1,0.0390625,71.07811737,39.27486801,36.29325104,33.46773911,0.076642796,274.8223267,-0.40674895,0.165444717,0.02734375,0.0390625
0,1,0.0859375,71.07811737,39.32416534,36.29325104,34.62749863,0.079029113,248.9152527,-0.40674895,0.165444717,0.1015625,0.01171875
3,1,0.14453125,71.07811737,39.32833481,36.29325104,34.59500122,0.07883516,251.7585144,-0.40674895,0.165444717,0.10546875,0.01171875
5,1,0,71.03773499,38.26690674,38.61445999,34.26409912,0.09451735,163.9315948,1.914459944,3.66515708,0,0
0,1,0,71.03773499,38.14084625,38.61445999,34.25112915,0.094566673,172.2785339,1.914459944,3.66515708,0,0
2,1,0,71.03773499,38.18100357,38.61445999,34.24748993,0.094217286,175.5083313,1.914459944,3.66515708,0,0
1,1,0.0078125,71.07811737,39.31468582,36.29325104,34.65934372,0.077838302,289.6521606,-0.40674895,0.165444717,0.0078125,0.00390625
0,1,0.00390625,71.07811737,39.31151199,36.29325104,34.65067291,0.07780306,290.7271423,-0.40674895,0.165444717,0.0078125,0
0,1,0.01171875,71.07811737,39.25257874,36.29325104,34.64257813,0.078401349,291.6023865,-0.40674895,0.165444717,0.00390625,0
0,1,0.01171875,71.07811737,39.22945404,36.29325104,34.63945389,0.078540042,290.3041992,-0.40674895,0.165444717,0.00390625,0
0,1,0.0234375,71.07811737,39.17131424,36.29325104,34.63114548,0.078731641,287.4789734,-0.40674895,0.165444717,0.00390625,0
0,1,0.06640625,71.07811737,38.85640717,36.29325104,34.57281113,0.078685611,287.3814697,-0.40674895,0.165444717,0.01171875,0
0,1,0.06640625,71.07811737,38.76288986,36.29325104,34.55476379,0.078066736,289.2252808,-0.40674895,0.165444717,0.01171875,0
1,1,0,71.03773499,37.94721985,38.61445999,34.28223038,0.095618822,162.8147888,1.914459944,3.66515708,0,0
2,1,0,71.03773499,38.06950378,38.61445999,34.24319458,0.094468519,174.4247131,1.914459944,3.66515708,0,0
2,1,0,71.03773499,38.10412216,38.61445999,34.23858261,0.094094336,177.1047363,1.914459944,3.66515708,0,0
0,1,0,71.03773499,38.13643265,38.61445999,34.2371254,0.093847707,179.7847595,1.914459944,3.66515708,0,0
1,1,0,71.07811737,39.28348923,36.29325104,34.76420212,0.078365751,294.8466187,-0.40674895,0.165444717,0,0
0,1,0,71.03773499,37.74168015,38.61445999,34.21823502,0.096463487,179.0353699,1.914459944,3.66515708,0,0
0,1,0.00390625,71.07811737,39.20359421,36.29325104,35.0075798,0.079822332,301.5667419,-0.40674895,0.165444717,0,0.00390625
0,1,0.00390625,71.03773499,37.67769623,38.61445999,34.18315125,0.097557351,178.7958527,1.914459944,3.66515708,0,0
2,1,0.015625,71.07811737,39.21672058,36.29325104,34.99351501,0.080847301,302.659729,-0.40674895,0.165444717,0,0.00390625
1,1,0.01953125,71.03773499,37.68000031,38.61445999,34.18000031,0.098843902,165.7053528,1.914459944,3.66515708,0,0
40,1,0,73.77258301,34.94903564,38.4262619,33.66884613,0.188122123,16.18138123,1.726261854,2.97998023,0.21875,0
1,1,0,73.77258301,34.93497467,38.4262619,33.71089554,0.180987716,15.93621254,1.726261854,2.97998023,0.0546875,0.00390625
5,1,0,73.77258301,34.93927002,38.4262619,33.69804764,0.182831913,15.98078728,1.726261854,2.97998023,0.0859375,0
5,1,0,73.77258301,34.92872238,38.4262619,33.72958374,0.179805577,16.16936111,1.726261854,2.97998023,0.0234375,0.0234375
43,1,0,73.77258301,34.93380356,38.4262619,33.71439743,0.181360006,16.13318443,1.726261854,2.97998023,0.03515625,0.01171875
13,1,0,73.77258301,34.93809891,38.4262619,33.70154953,0.183102891,16.05723381,1.726261854,2.97998023,0.0625,0.00390625
28,1,0,73.77258301,34.94200516,38.4262619,33.68987274,0.184953824,16.09226799,1.726261854,2.97998023,0.08984375,0
175,1,0,73.77258301,34.94512939,38.4262619,33.68052673,0.186870873,16.12730408,1.726261854,2.97998023,0.11328125,0
260,1,0,73.77258301,34.90294266,38.4262619,33.80666733,0.176061988,16.55483437,1.726261854,2.97998023,0.0234375,0.01953125
23,1,0,73.77258301,34.93223953,38.4262619,33.71907043,0.182216167,16.30422974,1.726261854,2.97998023,0.05078125,0.01953125
122,1,0,73.77258301,34.9134903,38.4262619,33.77513123,0.178052485,16.60540771,1.726261854,2.97998023,0.03515625,0.01953125
11,1,0,73.77258301,34.93966293,38.4262619,33.69688034,0.186745599,16.4276104,1.726261854,2.97998023,0.0625,0.01171875
30,1,0.01953125,75.40123749,36.44091034,40.65093613,33.94834518,0.09982188,34.10034561,3.950936079,15.60989666,0.0859375,0.00390625
6,1,0.02734375,75.40123749,36.352108,40.65093613,33.89993668,0.099758759,31.01470184,3.950936079,15.60989666,0.09375,0.00390625
0,1,0.01953125,75.40123749,36.26099014,40.65093613,33.90600586,0.099003427,31.14437485,3.950936079,15.60989666,0.0859375,0.00390625
9,1,0.015625,75.40123749,36.10124969,40.65093613,33.87466812,0.098748118,25.37517929,3.950936079,15.60989666,0.1015625,0
8,1,0.0078125,75.40123749,36.10124969,40.65093613,33.87466812,0.098766916,24.65696335,3.950936079,15.60989666,0.08984375,0
153,1,0.0078125,75.40123749,35.98187637,40.65093613,33.86533356,0.098722957,23.86385345,3.950936079,15.60989666,0.1015625,0
0,1,0.0078125,75.40123749,35.87851715,40.65093613,33.85489655,0.098749064,23.2585392,3.950936079,15.60989666,0.1171875,0
1,1,0.00390625,75.40123749,35.62374878,40.65093613,33.83733368,0.098758198,26.02696991,3.950936079,15.60989666,0.0390625,0
3,2,0,77.28245544,33.08019638,37.747612,31.01709557,0.174526796,9.994040489,1.047611952,1.097490907,0.859375,0.00390625
0,1,0,73.77258301,34.58666611,38.4262619,32.83200073,0.171289012,16.77635384,1.726261854,2.97998023,0.21484375,0.02734375
15,2,0.00390625,73.77258301,32.36666489,38.4262619,30.81999969,0.169749439,10.29225922,1.726261854,2.97998023,0.66796875,0.16796875
13,1,0.03125,73.77258301,34.71166611,38.4262619,32.98199844,0.180687666,15.21367455,1.726261854,2.97998023,0.34375,0
16,2,0.01171875,73.77258301,32.36666489,38.4262619,30.81999969,0.170808271,10.3549118,1.726261854,2.97998023,0.6953125,0.1328125
891,1,0.109375,73.77258301,34.59112167,38.4262619,32.77631378,0.195033342,15.45516968,1.726261854,2.97998023,0.58203125,0.02734375
41,2,0.0078125,73.77258301,32.36666489,38.4262619,30.81999969,0.171760648,10.36689472,1.726261854,2.97998023,0.66796875,0.1328125
10,2,0.00390625,73.77258301,32.36666489,38.4262619,30.81999969,0.172016799,10.35862827,1.726261854,2.97998023,0.60546875,0.16796875
6,1,0.01171875,73.77258301,34.70916748,38.4262619,32.97900009,0.171893656,15.76692581,1.726261854,2.97998023,0.16015625,0.01171875
19,1,0.19921875,73.88490295,34.53824234,38.37652588,32.76396942,0.190722674,14.27815819,1.676525831,2.81073904,0.65234375,0.015625
64,2,0.15234375,74.78343964,33.17583466,37.97865295,31.39895821,0.297432393,10.83071899,1.278652906,1.63495338,0.7890625,0
8,2,0.0625,78.24232483,32.99101639,37.02809143,31.16033936,0.194180071,9.979109764,0.328091443,0.107643984,0.4609375,0
137,2,0.09765625,78.30631256,32.93437576,36.98012161,31.16911507,0.195279643,10.0130558,0.280121624,0.078468114,0.41796875,0
14,1,0.234375,75.56965637,33.53874969,37.63051605,31.59101868,0.255156487,12.10373497,0.930516064,0.865860105,0.515625,0
27,1,0.10546875,75.56965637,33.06750107,37.63051605,31.47750092,0.264074624,9.083154678,0.930516064,0.865860105,0.42578125,0
4,1,0.09765625,75.56965637,33.10874939,37.63051605,31.48208427,0.263689101,9.041883469,0.930516064,0.865860105,0.39453125,0
14,1,0.0703125,75.56965637,33.24281311,37.63051605,31.49697876,0.239730239,9.527963638,0.930516064,0.865860105,0.109375,0
4,2,0.11328125,78.30631256,33.296875,36.98012161,31.09188843,0.179257646,8.904309273,0.280121624,0.078468114,0.01953125,0
13,2,0.09765625,78.30631256,33.2579155,36.98012161,31.07528687,0.177293479,9.047584534,0.280121624,0.078468114,0.23828125,0.00390625
4,2,0.11328125,78.30631256,33.29000092,36.98012161,31.08895874,0.179383889,8.939422607,0.280121624,0.078468114,0.0625,0
0,2,0.08984375,78.30631256,33.26874924,36.98012161,31.09149933,0.173587903,9.243803978,0.280121624,0.078468114,0.37109375,0.00390625
4,2,0.09765625,78.30631256,33.28676987,36.98012161,31.09379768,0.177790329,9.022354126,0.280121624,0.078468114,0.1953125,0.00390625
3,2,0.109375,78.30631256,33.31635284,36.98012161,31.10281563,0.179409444,8.933747292,0.280121624,0.078468114,0.08203125,0
0,2,0.09765625,78.30631256,33.33687592,36.98012161,31.10976601,0.179942057,8.894968033,0.280121624,0.078468114,0.04296875,0
15,1,0.00390625,78.68334198,35.08288956,39.1796875,33.88216019,0.119198442,16.13519287,2.479687452,6.148849964,0.0078125,0
2,2,0.10546875,78.30631256,33.37562561,36.98012161,31.12794304,0.178684056,8.877015114,0.280121624,0.078468114,0.1171875,0
1,2,0.1015625,78.30631256,33.40052032,36.98012161,31.13316917,0.179424524,8.821383476,0.280121624,0.078468114,0.0703125,0
22,1,0,78.68334198,34.98730469,39.1796875,33.78706741,0.118977532,16.2054863,2.479687452,6.148849964,0.0234375,0
28,1,0,78.68334198,34.99902344,39.1796875,33.80258179,0.118587211,16.16847992,2.479687452,6.148849964,0.015625,0
11,2,0.10546875,78.30631256,33.406353,36.98012161,31.14007568,0.178472638,8.794475555,0.280121624,0.078468114,0.12890625,0
1,2,0.39453125,78.30631256,33.03515625,36.98012161,31.16574287,0.194237694,12.85864449,0.280121624,0.078468114,0.48828125,0.01171875
2,1,0,78.68334198,34.96245956,39.1796875,33.76990509,0.118054539,16.14315033,2.479687452,6.148849964,0.01953125,0
9,2,0.4140625,78.30631256,33.00374985,36.98012161,31.15526009,0.195917845,12.83756828,0.280121624,0.078468114,0.453125,0.01171875
1,2,0.18359375,78.30631256,32.95050812,36.98012161,31.14248466,0.205070466,9.553453445,0.280121624,0.078468114,0.203125,0.00390625
34,1,0.05078125,75.56965637,34.40101624,37.63051605,32.05889511,0.170395896,14.84013462,0.930516064,0.865860105,0.62890625,0.05078125
2,1,0.0390625,75.56965637,34.45531082,37.63051605,32.05312729,0.170153439,15.18659115,0.930516064,0.865860105,0.5390625,0.0390625
62,1,0,78.68334198,34.47000122,39.1796875,33.30666733,0.10575445,15.26545906,2.479687452,6.148849964,0.0234375,0
105,1,0,78.68334198,34.47355652,39.1796875,33.30898285,0.103864215,14.60918427,2.479687452,6.148849964,0.02734375,0
5,1,0.09375,75.56965637,34.97984314,37.63051605,32.08405685,0.176517069,13.61803627,0.930516064,0.865860105,0.38671875,0.00390625
87,1,0,78.68334198,34.49843597,39.1796875,33.32520676,0.103441626,14.34409904,2.479687452,6.148849964,0.01953125,0
23,1,0.0078125,78.68334198,34.47000122,39.1796875,33.30666733,0.104735479,14.17211056,2.479687452,6.148849964,0.0078125,0
0,1,0.0078125,78.68334198,34.47000122,39.1796875,33.30666733,0.105569124,14.06196976,2.479687452,6.148849964,0.05078125,0
25,1,0.0078125,78.68334198,34.47000122,39.1796875,33.30666733,0.105190054,14.05905819,2.479687452,6.148849964,0.03125,0
7,1,0.0078125,78.68334198,34.47000122,39.1796875,33.30666733,0.104364887,14.07152367,2.479687452,6.148849964,0.015625,0
44,1,0.0078125,78.68334198,34.47000122,39.1796875,33.30666733,0.104575008,13.97012329,2.479687452,6.148849964,0.0390625,0
20,2,0.16796875,75.56965637,34.99000168,37.63051605,32.08499908,0.175646544,12.91434956,0.930516064,0.865860105,0.41015625,0.00390625
21,1,0,78.68334198,34.50554657,39.1796875,33.32984543,0.10374289,13.71178055,2.479687452,6.148849964,0.06640625,0
11,2,0.171875,75.56965637,34.99000168,37.63051605,32.08499908,0.177505985,12.96601486,0.930516064,0.865860105,0.375,0.0078125
2,1,0.0625,75.56965637,34.92093658,37.63051605,32.07857895,0.165300369,13.38484764,0.930516064,0.865860105,0.37109375,0.00390625
4,2,0.15234375,75.56965637,34.99000168,37.63051605,32.08499908,0.178690165,13.06418991,0.930516064,0.865860105,0.34765625,0.0078125
32,2,0.15234375,75.56965637,34.99000168,37.63051605,32.08499908,0.176693901,13.01726341,0.930516064,0.865860105,0.3515625,0.0078125
227,1,0,75.56965637,34.45828247,37.63051605,32.03327942,0.166615456,15.80412292,0.930516064,0.865860105,0.34765625,0
167,1,0,75.56965637,34.58328247,37.63051605,32.09622955,0.152412713,13.23086357,0.930516064,0.865860105,0.15625,0
99,1,0,75.56965637,34.56499863,37.63051605,32.09453201,0.152246982,13.37556458,0.930516064,0.865860105,0.09765625,0
1311,1,0,75.56965637,34.56375122,37.63051605,32.11893082,0.152167633,13.51542664,0.930516064,0.865860105,0.0703125,0
97,1,0,75.56965637,34.49460983,37.63051605,32.09112167,0.18004176,15.60584164,0.930516064,0.865860105,0.48046875,0
54,1,0,78.68334198,34.93972778,39.1796875,33.50857925,0.099385366,12.1971302,2.479687452,6.148849964,0.08984375,0
1,1,0,78.68334198,34.77519608,39.1796875,33.36651611,0.100859612,12.13026237,2.479687452,6.148849964,0.15234375,0
15,1,0,78.68334198,34.80718613,39.1796875,33.38737488,0.100039415,12.09159279,2.479687452,6.148849964,0.1328125,0
2,1,0,78.68334198,34.88539124,39.1796875,33.43836594,0.097701944,12.10961437,2.479687452,6.148849964,0.08203125,0
27,2,0.015625,78.55554962,33.41208267,37.21392822,31.16474915,0.203100383,10.9699192,0.513928235,0.264122218,0.3046875,0.1015625
9,2,0.109375,75.56965637,34.26676941,37.63051605,31.94496918,0.226522297,12.75209618,0.930516064,0.865860105,0.83203125,0
8,2,0.0234375,75.56965637,35.11000061,37.63051605,32.52112579,0.179278672,13.51148987,0.930516064,0.865860105,0.10546875,0
10,2,0.01953125,75.56965637,35.11000061,37.63051605,32.52112579,0.177978262,13.37817574,0.930516064,0.865860105,0.10546875,0
4,2,0.01953125,75.56965637,35.10816574,37.63051605,32.51805878,0.177322924,13.21090317,0.930516064,0.865860105,0.12890625,0
7,1,0,78.68334198,34.64875031,39.1796875,33.21450043,0.09804517,11.94049549,2.479687452,6.148849964,0.16015625,0
4,2,0.02734375,75.56965637,35.18999863,37.63051605,32.81187439,0.195511818,14.21801186,0.930516064,0.865860105,0.125,0
36,2,0.01953125,75.56965637,35.20999908,37.63051605,32.88456345,0.194140613,13.9028616,0.930516064,0.865860105,0.12890625,0
25,2,0.0078125,79.30323792,33.38124847,37.91534042,31.23214531,0.156592667,10.69300556,1.215340376,1.477052331,0.46484375,0.27734375
54,2,0.05859375,79.30323792,33.11624908,37.91534042,31.28583336,0.182872474,9.85584259,1.215340376,1.477052331,0.54296875,0.0234375
13,1,0.1015625,75.56965637,34.81999969,37.63051605,32.75,0.206704199,15.30799103,0.930516064,0.865860105,0.2109375,0
80,1,0.15625,75.56965637,34.84000015,37.63051605,32.46333313,0.173309028,11.7239666,0.930516064,0.865860105,0.48046875,0
114,1,0.109375,75.56965637,34.82574081,37.63051605,32.75583649,0.208613887,15.5898571,0.930516064,0.865860105,0.1484375,0
17,2,0.0703125,79.30323792,33.36000061,37.91534042,31.29333305,0.179098472,13.98388672,1.215340376,1.477052331,0.4765625,0.01953125
24,2,0.01171875,79.30323792,33.6486969,37.91534042,31.3786869,0.176419452,14.48185158,1.215340376,1.477052331,0.41796875,0.16015625
11,2,0.01171875,79.30323792,33.64630127,37.91534042,31.37797928,0.177066892,15.54328728,1.215340376,1.477052331,0.40625,0.1640625
3,2,0.00390625,78.30631256,34.28283691,36.98012161,31.91124916,0.223865062,22.63367462,0.280121624,0.078468114,0.09375,0.01953125
24,2,0.00390625,78.30631256,34.288517,36.98012161,31.9177494,0.222987831,23.03661728,0.280121624,0.078468114,0.08984375,0.01953125
2,2,0.00390625,78.30631256,34.30554581,36.98012161,31.93725014,0.22257705,24.35389328,0.280121624,0.078468114,0.06640625,0.0078125
0,2,0.00390625,78.30631256,34.31690216,36.98012161,31.95025063,0.222885177,24.50769615,0.280121624,0.078468114,0.03515625,0.00390625
3,2,0.05078125,79.30323792,33.67150879,37.91534042,31.39947891,0.181463555,31.39916801,1.215340376,1.477052331,0.25,0.0234375
2,2,0.07421875,79.30323792,33.80156326,37.91534042,31.45776558,0.181593895,29.11759949,1.215340376,1.477052331,0.23046875,0.02734375
0,2,0.07421875,79.30323792,33.81953049,37.91534042,31.46390152,0.181048721,28.33866882,1.215340376,1.477052331,0.2578125,0.03125
25,2,0.015625,78.30631256,34.1912117,36.98012161,31.83421326,0.21685417,16.03613663,0.280121624,0.078468114,0.36328125,0.09765625
108,2,0.015625,75.56965637,34.82570267,37.63051605,32.60309219,0.225796178,11.72390842,0.930516064,0.865860105,0.40625,0
14,2,0.0078125,75.56965637,34.79351425,37.63051605,32.56725693,0.218718112,11.56002045,0.930516064,0.865860105,0.46875,0
10,1,0.0703125,75.56965637,34.22093582,37.63051605,32.06703186,0.153120443,10.66984367,0.930516064,0.865860105,0.58984375,0
777,1,0.0625,75.56965637,34.20500183,37.63051605,32.06499863,0.155007824,10.61888123,0.930516064,0.865860105,0.5859375,0
1,2,0.0078125,78.30631256,32.81978607,36.98012161,31.22324181,0.197590888,17.64868927,0.280121624,0.078468114,0.6015625,0.02734375
22,1,0.14453125,75.56965637,34.46171951,37.63051605,32.31114578,0.191211462,9.840427399,0.930516064,0.865860105,0.28125,0
0,2,0.0078125,78.30631256,32.77999878,36.98012161,31.17200089,0.207370833,16.236166,0.280121624,0.078468114,0.60546875,0
16,1,0.01171875,75.56965637,34.10968781,37.63051605,31.75480461,0.20446071,9.89575386,0.930516064,0.865860105,0.25390625,0
9,2,0.0390625,79.30323792,34.32666779,37.91534042,31.52000046,0.239154637,11.13974094,1.215340376,1.477052331,0.26953125,0
0,2,0.03125,79.30323792,34.31666565,37.91534042,31.47416687,0.239461869,11.33028603,1.215340376,1.477052331,0.26171875,0
15,1,0.00390625,75.56965637,34.05875015,37.63051605,31.34499931,0.169040799,9.571517944,0.930516064,0.865860105,0.40234375,0
16,1,0.00390625,75.56965637,34.07664108,37.63051605,31.33890533,0.173526943,9.561825752,0.930516064,0.865860105,0.29296875,0.0234375
3,1,0.00390625,75.56965637,34.06601715,37.63051605,31.33932304,0.171111122,9.560152054,0.930516064,0.865860105,0.3046875,0.01171875
21,1,0.00390625,75.56965637,34.05273438,37.63051605,31.33984375,0.168744162,9.558479309,0.930516064,0.865860105,0.33984375,0
7,1,0,75.56965637,34.03812408,37.63051605,31.34041595,0.16700235,9.551738739,0.930516064,0.865860105,0.38671875,0
4,1,0.00390625,75.56965637,34.07429504,37.63051605,31.3363018,0.173386082,9.557879448,0.930516064,0.865860105,0.26171875,0.0234375
2,1,0.00390625,75.56965637,34.04773331,37.63051605,31.33734322,0.168601483,9.559663773,0.930516064,0.865860105,0.3125,0
6,1,0.00390625,75.56965637,34.05867004,37.63051605,31.33421898,0.170897961,9.562465668,0.930516064,0.865860105,0.29296875,0.01171875
35,1,0,75.56965637,34.02546692,37.63051605,31.3355217,0.166569561,9.572324753,0.930516064,0.865860105,0.37890625,0
5,1,0.0234375,75.56965637,34.11875153,37.63051605,31.32916641,0.195616633,9.443851471,0.930516064,0.865860105,0.37890625,0.0234375
7,1,0.0234375,75.56965637,34.10148621,37.63051605,31.32984352,0.181378484,9.474805832,0.930516064,0.865860105,0.2734375,0.0234375
2,1,0.015625,75.56965637,34.09218597,37.63051605,31.33020782,0.178504378,9.497632027,0.930516064,0.865860105,0.26953125,0.0234375
6,1,0.015625,75.56965637,34.08156204,37.63051605,31.33062553,0.175847009,9.520458221,0.930516064,0.865860105,0.27734375,0.0234375
443,1,0,75.56965637,33.99343872,37.63051605,31.33507729,0.165192068,9.632587433,0.930516064,0.865860105,0.47265625,0
16,1,0.00390625,75.56965637,34.06328201,37.63051605,31.32864571,0.173365563,9.554340363,0.930516064,0.865860105,0.2890625,0.0234375
15,1,0.00390625,75.56965637,34.02875137,37.63051605,31.32999992,0.169037178,9.593698502,0.930516064,0.865860105,0.359375,0
14,1,0.01953125,75.56965637,34.07421875,37.63051605,31.32552147,0.175880268,9.495531082,0.930516064,0.865860105,0.26953125,0.0234375
3,1,0,75.56965637,33.97859192,37.63051605,31.32927132,0.166313335,9.665369034,0.930516064,0.865860105,0.46875,0
7,2,0.02734375,77.14942169,32.16621017,36.96040726,30.28085899,0.256854177,10.55583477,0.260407269,0.067811936,0.76953125,0.046875
0,2,0.03515625,78.52146912,31.60152435,37.34448624,31.06425858,0.302128494,12.51506329,0.644486248,0.415362507,0.828125,0.00390625
