Count,Locations,Forest,Lag_temp_center,Pop,Rice,Water
2,Chuong My,0.07421875,-0.798436761,29.11759949,0.23046875,0.02734375
0,Chuong My,0.07421875,-0.780469537,28.33866882,0.2578125,0.03125
25,Chuong My,0.015625,-0.408788294,16.03613663,0.36328125,0.09765625
108,Ha Dong,0.015625,0.225702673,11.72390842,0.40625,0
14,Ha Dong,0.0078125,0.193514258,11.56002045,0.46875,0
10,Ha Dong,0.0703125,-0.379064173,10.66984367,0.58984375,0
777,Ha Dong,0.0625,-0.394998163,10.61888123,0.5859375,0
1,Chuong My,0.0078125,-1.780213952,17.64868927,0.6015625,0.02734375
22,Ha Dong,0.14453125,-0.138280481,9.840427399,0.28125,0
0,Chuong My,0.0078125,-1.820001245,16.236166,0.60546875,0
16,Ha Dong,0.01171875,-0.490312189,9.89575386,0.25390625,0
9,Chuong My,0.0390625,-0.273332208,11.13974094,0.26953125,0
0,Chuong My,0.03125,-0.283334345,11.33028603,0.26171875,0
15,Ha Dong,0.00390625,-0.541249871,9.571517944,0.40234375,0
16,Ha Dong,0.00390625,-0.523358941,9.561825752,0.29296875,0.0234375
3,Ha Dong,0.00390625,-0.533982873,9.560152054,0.3046875,0.01171875
21,Ha Dong,0.00390625,-0.547265649,9.558479309,0.33984375,0
7,Ha Dong,0,-0.561875939,9.551738739,0.38671875,0
4,Ha Dong,0.00390625,-0.52570498,9.557879448,0.26171875,0.0234375
2,Ha Dong,0.00390625,-0.552266717,9.559663773,0.3125,0
6,Ha Dong,0.00390625,-0.54132998,9.562465668,0.29296875,0.01171875
35,Ha Dong,0,-0.574533105,9.572324753,0.37890625,0
5,Ha Dong,0.0234375,-0.481248468,9.443851471,0.37890625,0.0234375
7,Ha Dong,0.0234375,-0.498513788,9.474805832,0.2734375,0.0234375
2,Ha Dong,0.015625,-0.50781405,9.497632027,0.26953125,0.0234375
6,Ha Dong,0.015625,-0.518437982,9.520458221,0.27734375,0.0234375
443,Ha Dong,0,-0.606561303,9.632587433,0.47265625,0
16,Ha Dong,0.00390625,-0.536718011,9.554340363,0.2890625,0.0234375
15,Ha Dong,0.00390625,-0.571248651,9.593698502,0.359375,0
14,Ha Dong,0.01953125,-0.525781274,9.495531082,0.26953125,0.0234375
3,Ha Dong,0,-0.621408105,9.665369034,0.46875,0
7,Chuong My,0.02734375,-2.43378973,10.55583477,0.76953125,0.046875
0,Chuong My,0.03515625,-2.998475552,12.51506329,0.828125,0.00390625
5,Chuong My,0.0078125,-2.698106289,12.03267479,0.80078125,0.09375
7,Chuong My,0.00390625,-2.013711452,11.07843876,0.625,0.015625
0,Chuong My,0.00390625,-3.019999981,23.62988281,0.2578125,0.09765625
1,Chuong My,0.00390625,-3.019999981,23.16687012,0.25390625,0.09765625
13,Chuong My,0,-1.984471917,12.15894699,0.81640625,0.06640625
0,Chuong My,0.00390625,-3.019999981,20.27592468,0.40234375,0.1015625
3,Chuong My,0.00390625,-3.144296169,9.815750122,0.98046875,0.015625
3,Chuong My,0.00390625,-3.019999981,20.51080513,0.35546875,0.10546875
0,Chuong My,0.00390625,-3.019999981,19.18277168,0.40234375,0.1015625
19,Chuong My,0.13671875,-2.699374676,15.48023701,0.4453125,0.0078125
0,Chuong My,0.140625,-2.653438091,14.94690514,0.3671875,0.0078125
15,Chuong My,0.1328125,-2.769374371,15.14955139,0.5703125,0.01953125
5,Chuong My,0.12109375,-2.754062176,14.80238628,0.5546875,0.015625
9,Chuong My,0.11328125,-2.832149029,14.14792633,0.53125,0.015625
3,Chuong My,0,-1.914434075,44.06668091,0.13671875,0.0625
6,Chuong My,0,-1.911836267,43.80457306,0.14453125,0.0625
1,Chuong My,0,-1.904786706,43.14888,0.16015625,0.0625
1,Chuong My,0.01171875,-1.905896783,43.6238327,0.15234375,0.08203125
26,Chuong My,0.02734375,-2.410001278,8.868673325,0.9296875,0
7,Chuong My,0.05859375,-1.832421899,29.64519119,0.39453125,0.08203125
3,Chuong My,0.05859375,-1.828340173,27.17978668,0.421875,0.11328125
1,Chuong My,0.046875,-1.869237542,24.82987595,0.46875,0.12890625
4,Chuong My,0.03125,-1.954373956,20.16498566,0.5703125,0.11328125
7,Chuong My,0.453125,-3.526666164,9.316516876,0.44140625,0.01171875
1,Chuong My,0.48046875,-3.557292461,9.353257179,0.41796875,0.01171875
2,Chuong My,0.5,-3.553853512,9.234003067,0.41015625,0.01171875
1,Chuong My,0.50390625,-3.567603588,9.314968109,0.40234375,0.01171875
23,Chuong My,0.06640625,-3.619792461,9.876197815,0.80859375,0.06640625
2,Chuong My,0.0625,-1.945878625,9.178002357,0.23828125,0.05078125
1,Chuong My,0.0546875,-1.958123803,9.187042236,0.29296875,0.046875
15,Chuong My,0.05859375,-1.970372796,9.196083069,0.33984375,0.046875
0,Chuong My,0.05859375,-1.982617974,9.205121994,0.390625,0.046875
41,Chuong My,0.04296875,-1.978162408,9.213140488,0.45703125,0.03515625
20,Chuong My,0.11328125,-2.217599392,8.646156311,0.64453125,0
33,Chuong My,0.125,-2.245584011,8.675096512,0.6640625,0
2,Chuong My,0.1328125,-2.25718832,8.723312378,0.6953125,0
0,Chuong My,0.140625,-2.255040646,8.676748276,0.70703125,0
3,Chuong My,0.171875,-2.246015072,8.591319084,0.69140625,0
18,Chuong My,0.2109375,-0.012578582,12.59066772,0.1328125,0.00390625
3,Chuong My,0.16015625,-0.125466913,12.74326324,0.12109375,0.00390625
7,Chuong My,0.16796875,-0.057004549,13.51403999,0.18359375,0.0078125
0,Chuong My,0.07421875,-0.385808557,13.61528015,0.0625,0
14,Chuong My,0.01953125,-0.618177056,12.95425415,0.046875,0
2,Chuong My,0.01953125,-0.604375482,14.85312271,0.07421875,0
2,Chuong My,0.015625,-0.728437066,14.61565399,0.07421875,0
0,Chuong My,0.0234375,-0.678853631,15.20004559,0.0859375,0
0,Chuong My,0.17578125,-3.00101614,9.184545517,0.390625,0
0,Chuong My,0.01953125,-0.808099389,14.91270638,0.078125,0
8,Chuong My,0.05078125,-2.505624294,7.921388626,0.91796875,0.03125
2,Chuong My,0.02734375,-0.897004724,16.88154984,0.1171875,0
9,Chuong My,0.23828125,-6.180741787,10.04802895,0.26953125,0
3,Chuong My,0.234375,-8.662773132,9.643558502,0.26171875,0
2,Chuong My,0.2578125,-7.421758175,10.14855003,0.2578125,0
0,Chuong My,0.296875,-6.798125744,10.71723938,0.265625,0
15,Chuong My,0.234375,-11.39300728,9.061916351,0.25,0
8,Chuong My,0.3125,-7.537265301,11.0093174,0.25390625,0
4,Chuong My,0.34375,-3.79625082,12.48792076,0.32421875,0
17,Chuong My,0.18359375,-4.817441463,15.58897018,0.36328125,0.01171875
